id,name,mass,fall,year,longtitude,latitude
5295,Castrovillari,15000,Fell,1583,16.2,39.8
16745,Morito,10100000,Found,1600,-105.43333,27.05
12069,Jalandhar,1967,Fell,1621,75,31
23732,Stretchleigh,10400,Fell,1623,-3.95,50.38333
11855,Hatford,29000,Fell,1628,-1.51667,51.65
16692,Minamino,1040,Fell,1632,136.93333,35.07833
16805,Mount Vaisi,17000,Fell,1637,6.86667,44.08333
18033,Ortenau,4500,Fell,1671,8,48.5
23457,Schellin,7000,Fell,1715,15.05,53.35
23615,Siratik,1700,Found,1716,-11,14
23722,Steinbach,98000,Found,1724,12.5,50.5
22396,Rasgrad,24700,Fell,1740,26.53333,43.5
17994,Ogi,14360,Fell,1741,130.2,33.28333
12356,Krasnojarsk,700000,Found,1749,91.8,54.9
11916,Hraschina,49000,Fell,1751,16.33333,46.1
14757,Luponnas,14000,Fell,1753,5,46.21667
23776,Tabor,7540,Fell,1753,14.65,49.4
453,Albareto,2000,Fell,1766,11.01667,44.65
14724,Lucé,3500,Fell,1768,0.48333,47.85
15446,Mauerkirchen,19000,Fell,1768,13.13333,48.18333
23495,Sena,4000,Fell,1773,-0.05,41.71667
22642,Rodach,2900,Fell,1775,10.8,50.35
24018,Toluca,3000000,Found,1776,-99.56667,19.56667
14695,Longchang,158500,Found,1781,105.3,29.3
5015,Bendegó,5360000,Found,1784,0,10.11667
7775,Eichstädt,3000,Fell,1785,11.21667,48.9
12291,Kharkov,1500,Fell,1787,35.075,50.625
4942,Barbotan,6400,Fell,1790,-0.05,43.95
30381,Zacatecas (1792),1000000,Found,1792,-102.56667,22.81667
5261,Cape of Good Hope,136000,Found,1793,-26,33.5
23586,Siena,3700,Fell,1794,11.6,43.11667
24325,Wold Cottage,25000,Fell,1795,-0.41333,54.13667
5063,Bjelaja Zerkov,1850,Fell,1796,30.16667,49.78333
18876,Portugal,4500,Fell,1796,-8,38.5
18884,Prambanan,500000,Found,1797,-110.83333,7.56667
5011,Benares (a),3700,Fell,1798,82.91667,25.36667
23111,Salles,9000,Fell,1798,4.63333,46.05
2320,Apt,3200,Fell,1803,5.38333,43.86667
12434,L'Aigle,37000,Fell,1803,0.63333,48.76667
15443,Mässing,1600,Fell,1803,12.61667,48.13333
5326,Charcas,1400000,Found,1804,-101.01667,23.08333
7751,Durango,164000,Found,1804,0,0
11884,High Possil,4500,Fell,1804,-4.23333,55.9
16705,Misteca,10000,Found,1804,-97.1,16.8
5062,Bitburg,1500000,Found,1805,6.53333,49.96667
7718,Doroninsk,3891,Fell,1805,112.3,51.2
448,Alais,6000,Fell,1806,4.08333,44.11667
24004,Timochin,65500,Fell,1807,35.2,54.5
24249,Weston,150000,Fell,1807,-73.266667,41.266667
5110,Borgo San Donino,1676,Fell,1808,10.05,44.86667
14661,Lissa,12800,Fell,1808,14.85,50.2
22548,Red River,800000,Found,1808,-95,32
23713,Stannern,52000,Fell,1808,15.56667,49.28333
5130,Brahin,823000,Found,1810,30.33333,52.5
5296,Caswell County,1360,Fell,1810,-79.25,36.5
5329,Charsonville,27000,Fell,1810,1.56667,47.93333
16737,Mooresfort,3520,Fell,1810,-8.33333,52.45
23167,Santa Rosa,825000,Found,1810,-73,5.91667
5029,Berlanguillas,1440,Fell,1811,-3.8,41.68333
12370,Kuleschovka,6000,Fell,1811,33.5,50.75
5325,Chantonnay,31500,Fell,1812,1.05,46.68333
10049,Erxleben,2250,Fell,1812,11.25,52.21667
24036,Toulouse,1030,Fell,1812,1.4,43.6
14652,Limerick,50000,Fell,1813,-8.78333,52.56667
392,Agen,30000,Fell,1814,0.61667,44.21667
4917,Bachmut,18000,Fell,1814,38,48.6
12763,Lenarto,108500,Found,1814,21,49
5331,Chassigny,4000,Fell,1815,5.36667,47.71667
7750,Durala,13200,Fell,1815,76.63333,30.3
5203,Cambria,16300,Found,1818,-78.8,43.2
5262,Cape York,58200000,Found,1818,-64.93333,76.13333
23501,Seres,8500,Fell,1818,23.56667,41.05
23645,Slobodka,2750,Fell,1818,35,55
30379,Zaborzika,3867,Fell,1818,27.68333,50.28333
5172,Burlington,68000,Found,1819,-75.18333,42.75
12202,Jonzac,5000,Fell,1819,-0.45,45.43333
18853,Pohlitz,3000,Fell,1819,12.13333,50.93333
14670,Lixna,5213,Fell,1820,26.43333,56
12214,Juvinas,91000,Fell,1821,4.3,44.71667
10839,Futtehpur,4000,Fell,1822,80.81667,25.95
11444,Guilford County,1100,Found,1822,-79.83333,35.56667
12025,Imilac,920000,Found,1822,0,24.20333
16984,Nobleborough,2300,Fell,1823,-69.48333,44.08333
22586,Renazzo,1000,Fell,1824,11.28333,44.76667
24037,Tounkin,2000,Fell,1824,102.53333,51.73333
30397,Zebrak,2000,Fell,1824,13.91667,49.88333
11904,Honolulu,2420,Fell,1825,-157.86667,21.3
16904,Nanjemoy,7500,Fell,1825,-77.16667,38.41667
30349,Yanhuitlan,421000,Found,1825,-97.35,17.53333
18176,Pavlograd,40000,Fell,1826,35.98333,48.53333
5042,Bialystok,4000,Fell,1827,23.2,53.1
7728,Drake Creek,5000,Fell,1827,-86.5,36.4
12393,La Caille,626000,Found,1828,6.78333,43.73333
22603,Richmond,1800,Fell,1828,-77.5,37.46667
5099,Bohumilitz,59000,Found,1829,13.76667,49.05
10164,Forsyth,16300,Fell,1829,-83.96667,33.01667
12355,Krasnoi-Ugol,2440,Fell,1829,40.9,54.03333
12740,Launton,1060,Fell,1830,-1.11667,51.9
24191,Vouillé,20000,Fell,1831,0.16667,46.63333
24244,Wessely,3750,Fell,1831,17.38333,48.95
24204,Walker County,74800,Found,1832,-87.16667,34
5330,Charwallas,12000,Fell,1834,75.5,29.48333
14651,Lime Creek,20000,Found,1834,-87.51667,31.55
18002,Okniny,12000,Fell,1834,25.5,50.83333
5328,Charlotte,4300,Fell,1835,-87.33333,36.16667
10912,Gibeon,26000000,Found,1836,-18,25.5
15370,Macau,1500,Fell,1836,0,5.2
15438,Mascombes,1000,Fell,1836,1.86667,45.36667
24257,Wichita County,145000,Found,1836,-98.91667,34.06667
5387,Coahuila,2100000,Found,1837,-102.73333,28.7
5450,Cosby's Creek,960000,Found,1837,-83.25,35.78333
10051,Esnandes,1500,Fell,1837,-1.1,46.25
11207,Gross-Divina,10500,Fell,1837,18.71667,49.26667
30366,Yonozu,31650,Fell,1837,139,37.75
427,Akbarpur,1800,Fell,1838,77.95,29.71667
5320,Chandakapur,8800,Fell,1838,76.01667,20.26667
5397,Cold Bokkeveld,5200,Fell,1838,-19.38333,33.13333
23602,Simbirsk (of P. Partsch),1500,Found,1838,48.4,54.3
18906,Putnam County,32700,Found,1839,-83.25,33.25
23650,Smithland,5000,Found,1839,-88.4,37.13333
5282,Carthage,127000,Found,1840,-85.98333,36.26667
5308,Cereseto,6460,Fell,1840,8.3,45.08333
12256,Karakol,3000,Fell,1840,81.01667,47.21667
15388,Magura,150000,Found,1840,19.48333,49.33333
23654,Smithville,70500,Found,1840,-85.85,35.98333
5332,Château-Renard,30000,Fell,1841,2.91667,47.93333
11426,Grüneberg,1000,Fell,1841,15.5,51.93333
18803,Petropavlovsk,7000,Found,1841,87.18333,53.35
23082,St. Christophe-la-Chartreuse,5500,Fell,1841,-1.5,46.95
4900,Aumieres,2000,Fell,1842,3.23333,44.33333
4916,Babb's Mill (Troost's Iron),6400,Found,1842,-82.88333,36.3
4946,Barea,3200,Fell,1842,-2.5,42.38333
16640,Milena,10000,Fell,1842,16.1,46.18333
5027,Berdyansk,2250,Found,1843,36.81667,46.75
5059,Bishopville,6000,Fell,1843,-80.28333,34.16667
12332,Klein-Wenden,3250,Fell,1843,10.8,51.6
24135,Utrecht,9700,Fell,1843,5.18333,52.11667
24165,Verkhne Tschirskaia,8000,Fell,1843,43.2,48.41667
5451,Cosina,1200,Fell,1844,-100.86667,21.16667
10078,Favars,1500,Fell,1844,2.81667,44.38333
22779,Ruff's Mountain,53070,Found,1844,-81.4,34.3
4951,Barratta,200000,Found,1845,-144.56667,35.3
12748,Le Pressoir,3000,Fell,1845,0.43333,47.16667
2351,Assam,2700,Found,1846,92,26
5260,Cape Girardeau,2300,Fell,1846,-89.58333,37.26667
6637,Deep Springs,11500,Found,1846,-79.75,36.5
16726,Monte Milone,3130,Fell,1846,13.35,43.26667
16949,Netschaëvo,250000,Found,1846,35.15,54.23333
23460,Schönenberg,8000,Fell,1846,10.46667,48.11667
5133,Braunau,39000,Fell,1847,16.3,50.6
15424,Marion (Iowa),28400,Fell,1847,-91.6,41.9
16877,Murfreesboro,8600,Found,1847,-86.41667,35.83333
23474,Seeläsgen,102000,Found,1847,15.55,52.26667
23612,Singhur,14180,Found,1847,73.91667,18.31667
6699,Dharwar,1800,Fell,1848,75.6,14.88333
15429,Marmande,3000,Fell,1848,0.15,44.5
5343,Chesterville,16500,Found,1849,-81.2,34.7
16720,Monroe,8600,Fell,1849,-80.5,35.25
12286,Kesen,135000,Fell,1850,141.61667,38.98333
23113,Salt River,3600,Found,1850,-85.78333,37.95
23461,Schwetz,21500,Found,1850,18.45,53.4
23498,Seneca Falls,4000,Found,1850,-76.78333,42.91667
23521,Shalka,4000,Fell,1850,87.3,23.1
24061,Tucson,975000,Found,1850,-110.96667,31.85
11466,Gütersloh,1000,Fell,1851,8.38333,51.91667
17959,Nulles,5000,Fell,1851,0.75,41.63333
5113,Borkut,7000,Fell,1852,24.28333,48.15
5181,Bustee,1500,Fell,1852,82.83333,26.78333
5363,Chupaderos,24300000,Found,1852,-105.1,27
15389,Mainz,1700,Found,1852,8.26667,50
16628,Mezö-Madaras,22700,Fell,1852,25.73333,46.5
22643,Rodeo,44000,Found,1852,-104.66667,25.33333
30358,Yatoor,13600,Fell,1852,79.76667,14.3
10917,Girgenti,18000,Fell,1853,13.56667,37.31667
23476,Segowlie,6930,Fell,1853,84.78333,26.75
23891,Tazewell,27000,Found,1853,-83.75,36.43333
24122,Union County,6800,Found,1853,-84,34.75
5463,Cranbourne,8600000,Found,1854,-145.3,38.1
7738,Duel Hill (1854),21800,Found,1854,-82.7,35.85
14655,Linum,1862,Fell,1854,12.9,52.75
15381,Madoc,168000,Found,1854,-77.46667,44.5
23178,Sarepta,14000,Found,1854,44.81667,48.48333
24166,Verkhne Udinsk,18000,Found,1854,113.98333,54.76667
4950,Barranca Blanca,12000,Found,1855,0,28.08333
5135,Bremervörde,7250,Fell,1855,9.1,53.4
16915,Narraburra,32200,Found,1855,-147.7,34.25
17989,Oesel,6000,Fell,1855,23,58.5
18023,Orange River (iron),148800,Found,1855,-25,30
18801,Petersburg,1800,Fell,1855,-86.63333,35.3
22792,Sabetmahet,1250,Fell,1855,82.08333,27.43333
6659,Denton County,5400,Found,1856,-97,33
10167,Fort Pierre,15900,Found,1856,-100.38333,44.35
11473,Hainholz,16500,Found,1856,8.91667,52.28333
16942,Nelson County,73030,Found,1856,-85.5,37.75
24046,Trenzano,11800,Fell,1856,10,45.46667
11875,Heredia,1000,Fell,1857,-84.1,10
12218,Kaba,3000,Fell,1857,21.3,47.35
12741,Laurens County,2150,Found,1857,-82.03333,34.5
14673,Locust Grove,10000,Found,1857,-84.1,33.33333
16694,Mincy,89400,Found,1857,-93.1,36.55
17995,Ohaba,16250,Fell,1857,23.58333,46.06667
18108,Parnallee,77600,Fell,1857,78.35,9.23333
22358,Quenggouk,6045,Fell,1857,95.18333,17.76667
23717,Stavropol,1500,Fell,1857,41.98333,45.05
4897,Augusta County,76000,Found,1858,-79.08333,38.16667
4903,Ausson,50000,Fell,1858,0.58333,43.08333
12175,Joel's Iron,1300,Found,1858,0,24
16715,Molina,144000,Fell,1858,-1.16667,38.11667
24045,Trenton,505000,Found,1858,-88.13333,43.36667
24336,Wooster,22700,Found,1858,-81.95,40.76667
5034,Beuste,2000,Fell,1859,-0.23333,43.21667
18093,Pampanga,10500,Fell,1859,120.7,15.08333
24021,Tombigbee River,43000,Found,1859,-88.2,32.23333
5379,Cleveland,115000,Found,1860,-84.78333,34.88333
5438,Coopertown,16800,Found,1860,-87,36.43333
7640,Dhurmsala,32000,Fell,1860,76.46667,32.23333
12399,La Grange,50800,Found,1860,-85.36667,38.4
15433,Marshall County,6800,Found,1860,-88.25,37
16953,New Concord,230000,Fell,1860,-81.76667,40
24171,Victoria West,2950,Found,1860,-23.75,31.7
5183,Butsura,29000,Fell,1861,84.08333,27.08333
11206,Grosnaja,3500,Fell,1861,45.38333,43.66667
14762,Lutschaunig's Stone,100000,Found,1861,0,27
24142,Vaca Muerta,3828000,Found,1861,0,25.75
12340,Kokomo,1800,Found,1862,-86.36667,40.48333
15485,Menow,10500,Fell,1862,13.15,53.18333
4919,Bacubirito,22000000,Found,1863,-107.83333,26.2
5178,Buschhof,5000,Fell,1863,25.78333,46.45
5442,Copiapo,20000,Found,1863,0,27.3
15402,Manbhoom,1700,Fell,1863,86.7,23.05
17976,Obernkirchen,41000,Found,1863,9.1,52.26667
18822,Pillistfer,23250,Fell,1863,25.73333,58.66667
22788,Russel Gulch,13200,Found,1863,-105.5,39.8
23085,St. Francois County,3600,Found,1863,-90.5,37.75
23584,Shytal,3200,Fell,1863,90.16667,24.33333
23652,Smith's Mountain,5000,Found,1863,-80,36.41667
24022,Tomhannock Creek,1500,Found,1863,-73.6,42.88333
24038,Tourinnes-la-Grosse,14500,Fell,1863,4.76667,50.78333
24194,Wabar,2550000,Found,1863,50.47222,21.49972
24199,Wairarapa Valley,6000,Found,1863,-175.13333,41.31667
7659,Dolgovoli,1600,Fell,1864,25.3,50.75
16945,Nerft,10250,Fell,1864,21.5,56.5
18026,Orgueil,14000,Fell,1864,1.38333,43.88333
23798,Tamentit,510000,Found,1864,-0.25,27.71667
4899,Aumale,50000,Fell,1865,3.66667,36.16667
7745,Dundrum,2270,Fell,1865,-8.03333,52.55
10948,Gopalpur,1600,Fell,1865,89.05,24.23333
16841,Muddoor,4400,Fell,1865,77.01667,12.63333
23530,Shergotty,5000,Fell,1865,84.83333,24.55
23760,Supuhee,7235,Fell,1865,84.21667,26.71667
24168,Vernon County,1500,Fell,1865,-91.16667,43.5
4982,Bear Creek,227000,Found,1866,-105.3,39.6
5252,Cangas de Onis,34000,Fell,1866,-5.15,43.38333
10176,Frankfort (iron),10900,Found,1866,-84.83333,38.2
12211,Juncal,104000,Found,1866,0,26
12335,Knyahinya,500000,Fell,1866,22.4,48.9
23092,St. Mesmin,8300,Fell,1866,3.93333,48.45
23667,Sone,17100,Fell,1866,135.33333,35.16667
24104,Udipi,3600,Fell,1866,74.78333,13.48333
4894,Auburn,3630,Found,1867,-85.5,32.63333
5188,Cacaria,41400,Found,1867,-104.8,24.5
5285,Casas Grandes,1545000,Found,1867,-107.8,30.4
18045,Otomi,6510,Fell,1867,140.35,38.4
23466,Scottsville,10000,Found,1867,-86.16667,36.76667
23778,Tadjera,9000,Fell,1867,5.41667,36.18333
5513,Daniel's Kuil,1064,Fell,1868,-24.56667,28.2
5514,Danville,2000,Fell,1868,-87.06667,34.4
10938,Goalpara,2700,Found,1868,90.6,26.16667
14675,Lodran,1000,Fell,1868,71.8,29.53333
14715,Losttown,3000,Found,1868,-84.5,34.25
16759,Moti-ka-nagla,1500,Fell,1868,77.33333,26.83333
16762,Motta di Conti,9150,Fell,1868,8.5,45.2
16806,Mount Vernon,159000,Found,1868,-87.4,36.93333
18030,Ornans,6000,Fell,1868,6.15,47.11667
18805,Pevensey,4300,Found,1868,-144.66667,34.78333
18901,Pultusk,250000,Fell,1868,21.26667,52.76667
23123,San Francisco del Mezquital,7500,Found,1868,-104.36667,23.48333
23188,Sauguis,4000,Fell,1868,-0.85,43.15
23626,Slavetic,1708,Fell,1868,15.6,45.68333
2302,Angra dos Reis (stone),1500,Fell,1869,0,22.96667
5263,Caperr,113900,Found,1869,0,45.28333
11878,Hessle,20000,Fell,1869,17.66667,59.85
12047,Iron Creek,175000,Found,1869,-112,53
12284,Kernouve,80000,Fell,1869,-3.08333,48.11667
12353,Krähenberg,16500,Fell,1869,7.46472,49.32694
23535,Shingle Springs,39000,Found,1869,-120.93333,38.66667
23716,Staunton,43500,Found,1869,-79.05,38.21667
24011,Tjabe,20000,Fell,1869,-111.53333,7.08333
5185,Cabezo de Mayo,25000,Fell,1870,-1.16667,37.98333
5366,Cincinnati,1500,Found,1870,-84.5,39.11667
11992,Ibbenbüren,2000,Fell,1870,7.7,52.28333
12022,Ilimaes (iron),51700,Found,1870,0,26
15463,McKinney,150000,Found,1870,-96.71667,33.18333
16935,Nedagolla,4500,Fell,1870,83.48333,18.68333
4935,Bandong,11500,Fell,1871,-107.6,6.91667
5479,Cuba,1500,Found,1871,-80,22
12045,Iquique,12500,Found,1871,0,20.18333
12408,Laborel,3833,Fell,1871,5.58333,44.28333
23472,Searsmont,5400,Fell,1871,-69.2,44.36667
12455,Lancé,51700,Fell,1872,1.06667,47.7
16943,Nenntmannsdorf,12500,Found,1872,13.95,50.96667
18034,Orvinio,3400,Fell,1872,12.93333,42.13333
23160,Santa Apolonia,1316000,Found,1872,-98.3,19.21667
23898,Tennasilm,28500,Fell,1872,26.95,58.03333
462,Aleppo,3200,Fell,1873,37.13333,36.23333
5362,Chulafinnee,16220,Found,1873,-85.66667,33.5
7739,Duel Hill (1873),11300,Found,1873,-82.7,35.85
12085,Jhung,5900,Fell,1873,72.38333,31.3
12288,Khairpur,13600,Fell,1873,72.3,29.53333
18095,Paneth's Iron,150000,Found,1873,0,0
23694,Ssyromolotovo,217000,Found,1873,98.93333,58.61667
24185,Virba,3600,Fell,1873,22.63333,43.53333
24195,Waconda,50000,Found,1873,-98.16667,39.33333
5182,Butler,41000,Found,1874,-94.36667,38.3
5190,Cachiyuyal,2500,Found,1874,0,25
5291,Castalia,7300,Fell,1874,-78.06667,36.08333
5432,Coolac,19280,Found,1874,-148.125,34.96667
12282,Kerilis,5000,Fell,1874,-3.3,48.4
23509,Sevrukovo,101000,Fell,1874,36.6,50.61667
5256,Canyon City,8600,Found,1875,-123.1,40.9
11901,Homestead,230000,Fell,1875,-91.86667,41.8
15472,Mejillones,14830,Found,1875,0,23.1
16747,Mornans,1300,Fell,1875,5.13333,44.6
17001,North Chile,300000,Found,1875,0,23
23162,Santa Catharina,7000000,Found,1875,0,26.21667
23503,Serrania de Varas,1500,Found,1875,0,24.55
23616,Sitathali,1600,Fell,1875,82.58333,20.91667
30351,Yardea,3290,Found,1875,-135.55,32.45
4915,Babb's Mill (Blake's Iron),136000,Found,1876,-82.88333,36.3
15408,Mantos Blancos,10300,Found,1876,0,23.45
22773,Rowton,3500,Fell,1876,-2.51667,52.76667
23712,Ställdalen,34000,Fell,1876,14.95,59.93333
24154,Vavilovka,1932,Fell,1876,32.83333,46.15
5474,Cronstad,3650,Fell,1877,-27.3,27.7
5500,Cynthiana,6000,Fell,1877,-84.25,38.4
23661,Soko-Banja,80000,Fell,1877,21.86667,43.66667
24215,Warrenton,1600,Fell,1877,-91.15,38.68333
5087,Bluff (a),153300,Found,1878,-96.87222,29.87861
5511,Dandapur,5650,Fell,1878,83.96667,26.91667
11824,Haraiya,1000,Fell,1878,82.53333,26.8
15489,Mern,4000,Fell,1878,12.06667,55.05
22376,Rakovka,9000,Fell,1878,37.03333,52.98333
23989,Tieschitz,28000,Fell,1878,17.11667,49.6
5509,Dalton,53000,Found,1879,-84.98333,34.8
6656,Densmore (1879),37200,Found,1879,-99.68333,39.65
10059,Estherville,320000,Fell,1879,-94.83333,43.41667
10936,Gnadenfrei,1750,Fell,1879,16.76667,50.66667
12056,Itapicuru-Mirim,2024,Fell,1879,0,3.4
12236,Kalumbi,4500,Fell,1879,73.98333,17.83333
12392,La Bécasse,2800,Fell,1879,1.75,47.08333
14647,Lick Creek,1240,Found,1879,-80.25,35.66667
15392,Makarewa,2300,Found,1879,-168.4,46.31667
16989,Nogoya,4000,Fell,1879,0,32.36667
23897,Tenham,160000,Fell,1879,-142.95,25.73333
2294,Andhara,2700,Fell,1880,85.56667,26.58333
5050,Bingera,10841,Found,1880,-150.56667,29.88333
5402,Colfax,2300,Found,1880,-81.73333,35.3
7761,Eagle Station,36000,Found,1880,-84.96667,38.61667
11194,Greenbrier County,5000,Found,1880,-80.31667,37.83333
12062,Ivanpah,58000,Found,1880,-115.31667,35.33333
14644,Lexington County,4760,Found,1880,-81.25,34
16844,Muizenberg,4610,Found,1880,-18.46667,34.1
24162,Veramin,54000,Fell,1880,51.63333,35.33333
24323,Wittekrantz,2200,Fell,1880,-23,32.5
380,Admire,180000,Found,1881,-96.1,38.7
5351,Chilkoot,43000,Found,1881,-136,59.33333
5453,Costilla Peak,35500,Found,1881,-105.23333,36.83333
11208,Grossliebenthal,8000,Fell,1881,30.58333,46.35
16632,Middlesbrough,1600,Fell,1881,-1.16667,54.56667
18068,Pacula,3400,Fell,1881,-99.3,21.05
23653,Smithsonian Iron,3510,Found,1881,0,0
23978,Thunda,62100,Found,1881,-143.05,25.7
24283,Winburg,50000,Found,1881,-27,28.5
5136,Brenham,4300000,Found,1882,-99.16361,37.5825
10836,Fukutomi,11620,Fell,1882,130.2,33.18333
11880,Hex River Mountains,60000,Found,1882,-19.61667,33.31667
16709,Mocs,300000,Fell,1882,24.03333,46.8
18177,Pavlovka,2000,Fell,1882,43,52.03333
22389,Rancho de la Pila (1882),46500,Found,1882,-104.3,24.11667
23121,San Cristobal,5000,Found,1882,0,23.43333
466,Alfianello,228000,Fell,1883,10.15,45.26667
10057,Estacado,290000,Found,1883,-101.75,33.9
10955,Grand Rapids,51700,Found,1883,-85.76667,42.96667
12081,Jenny's Creek,12000,Found,1883,-82.38333,37.9
16966,Ngawi,1393,Fell,1883,-111.41667,7.45
23172,São Julião de Moreira,162000,Found,1883,-8.58361,41.76611
5319,Chañaral,1207,Found,1884,0,26.5
5448,Corrizatillo,1328,Found,1884,0,26.03333
7652,Djati-Pengilon,166000,Fell,1884,-111.5,7.5
10935,Glorieta Mountain,148000,Found,1884,-105.8,35.6
11813,Hammond,24000,Found,1884,-92.43333,44.91667
12174,Joe Wright Mountain,42600,Found,1884,-91.5,35.76667
12341,Kokstad,341000,Found,1884,-29.41667,30.55
15487,Merceditas,42900,Found,1884,0,26.33333
18835,Pirthalla,1161,Fell,1884,76,29.58333
24094,Tysnes Island,19860,Fell,1884,5.61667,60
30374,Youndegin,3800000,Found,1884,-117.71667,32.1
5321,Chandpur,1100,Fell,1885,79.05,27.28333
12071,Jamestown,4000,Found,1885,-98.5,46.61667
14749,Lucky Hill,20500,Found,1885,-77.63333,17.9
15453,Mazapil,4000,Fell,1885,-101.68333,24.68333
18174,Pavlodar (pallasite),4500,Found,1885,77.33333,51.16667
18903,Puquios,6580,Found,1885,0,27.15
23872,Tanokami Mountain,174000,Found,1885,135.96667,34.91667
2353,Assisi,2000,Fell,1886,12.55,43.03333
5186,Cabin Creek,48500,Fell,1886,-93.5,35.5
12372,Kulnine,55300,Found,1886,-141.78333,34.15
12390,Kyushu,45000,Fell,1886,130.63333,32.03333
16902,Nammianthal,4500,Fell,1886,79.2,12.28333
17933,Novo-Urei,1900,Fell,1886,46,54.81667
22369,Rafrüti,18200,Found,1886,7.83333,47
24025,Tonganoxie,11800,Found,1886,-95.11667,39.08333
470,Algoma,4100,Found,1887,-87.46667,44.65
5043,Bielokrynitschie,1900,Fell,1887,27.16667,50.13333
5277,Carlton,81200,Found,1887,-98.03333,31.91667
5461,Crab Orchard,48500,Found,1887,-84.91667,35.83333
11896,Holland's Store,12200,Found,1887,-85.43333,34.36667
12029,Indian Valley,14100,Found,1887,-80.5,36.93333
12032,Indio Rico,15000,Found,1887,0,38.33333
12274,Kendall County,21000,Found,1887,-98.5,29.4
16750,Morristown,16300,Found,1887,-83.38333,36.2
16779,Mount Joy,384000,Found,1887,-77.21667,39.78333
17979,Ochansk,500000,Fell,1887,55.26667,57.78333
18094,Pan de Azucar,19500,Found,1887,0,26.5
18830,Pipe Creek,13600,Found,1887,-98.91667,29.68333
23122,San Emigdio,36000,Found,1887,-119,36
23597,Silver Crown,11600,Found,1887,-104.98333,41.23333
24203,Waldron Ridge,13600,Found,1887,-83.83333,36.63333
5003,Bella Roca,33000,Found,1888,-105.4,24.9
5057,Bischtübe,48250,Found,1888,62.2,51.95
5458,Cowra,5560,Found,1888,-148.68333,33.85
10013,Eli Elwah,15200,Found,1888,-144.71667,34.5
11817,Haniet-el-Beguel,2000,Found,1888,4.4,32.48333
12402,La Primitiva,27400,Found,1888,0,19.91667
14680,Lonaconing,1400,Found,1888,-79.15,39.41667
16693,Minas Gerais,1224,Found,1888,0,18.5
18833,Pirapora,6175,Found,1888,0,17.3
23086,St. Genevieve County,244500,Found,1888,-90.31667,37.96667
23979,Thurlow,5500,Found,1888,-77.58333,44.75
24235,Welland,8200,Found,1888,-79.21667,43.01667
2317,Apoala,85000,Found,1889,-97,17.7
6697,Dexter,1724,Found,1889,-97,33.81667
10044,Ergheo,20000,Fell,1889,44.16667,1.16667
10915,Gilgoin,147000,Found,1889,-147.2,30.38333
11907,Hopper,1800,Found,1889,-79.78333,36.55
12048,Iron River,1420,Found,1889,-88.55972,46.07944
12078,Jelica,34000,Fell,1889,20.44167,43.83333
12280,Kenton County,194000,Found,1889,-84.6,38.81667
14755,Lundsgård,11000,Fell,1889,13.03333,56.21667
16634,Mighei,8000,Fell,1889,30.96667,48.06667
16710,Moctezuma,1700,Found,1889,-109.66667,29.8
24040,Travis County (a),175400,Found,1889,-97.7,30.3
24041,Travis County (b),5900,Found,1889,-97.95278,30.55556
4898,Augustinovka,400000,Found,1890,35.08333,48.06667
5077,Blue Tier,1400,Found,1890,-148.03333,41.18333
5139,Bridgewater,13600,Found,1890,-81.86667,35.71667
5403,Collescipoli,5000,Fell,1890,12.61667,42.53333
10074,Farmington,89400,Fell,1890,-97.03333,39.75
10119,Forest City,152000,Fell,1890,-93.66667,43.25
10173,Franceville,18800,Found,1890,-104.61667,38.81667
11852,Hassi-Jekna,1250,Fell,1890,0.81667,28.95
12087,Jianshi,600000,Fell,1890,109.5,30.80833
16703,Misshof,5800,Fell,1890,23,56.66667
16746,Morland,295000,Found,1890,-100.06667,39.33333
16894,Nagy-Vázsony,2000,Found,1890,17.7,46.98333
22794,Sacramento Mountains,237200,Found,1890,-104.66667,32.91667
23087,St. Germain-du-Pinel,4000,Fell,1890,-1.15,48.01667
23536,Shirahagi,22700,Found,1890,137.36667,36.7
23744,Summit,1000,Found,1890,-86.48333,34.2
24182,Villedieu,14000,Found,1890,4.35,47.91667
24248,Western Arkansas,1750,Found,1890,-94,35
4924,Bald Eagle,3200,Found,1891,-77.05,41.28333
5257,Canyon Diablo,30000000,Found,1891,-111.03333,35.05
10165,Forsyth County,22700,Found,1891,-80.2,36.1
11440,Guêa,1915,Fell,1891,20.23333,43.76667
12027,Indarch,27000,Fell,1891,46.66667,39.75
12318,Kingston,12900,Found,1891,-107.73333,32.9
14694,Long Island,564000,Found,1891,-99.6,39.93333
23903,Ternera,1980,Found,1891,0,27.33333
24034,Toubil River,22000,Found,1891,89.1,55.88333
4931,Ballinoo,42200,Found,1892,-115.76667,27.7
4936,Bansur,15000,Fell,1892,76.33333,27.7
4974,Bath,21000,Fell,1892,-98.31667,45.41667
5388,Cobija,6530,Found,1892,0,22.56667
6620,Dayton,26300,Found,1892,-84.16667,39.75
11439,Guareña,39000,Fell,1892,-6.01667,38.73333
16734,Moonbi,13200,Found,1892,-151.28333,30.91667
16748,Morradal,2750,Found,1892,7.66667,62
22644,Roebourne,86860,Found,1892,-118,22.33333
23174,Saotome,10880,Found,1892,137,36.5
4986,Beaver Creek,14000,Fell,1893,-117.33333,51.16667
7794,El Capitan,27500,Found,1893,-105.5,33.5
12267,Kaufman,23000,Found,1893,-96.41667,32.58333
18032,Oroville,24500,Found,1893,-121.63333,39.68333
