id,name,mass,fall,year,longtitude,latitude
14679,Lombard,7000,Found,1953,-111.4,46.1
22763,Roper River,6400,Found,1953,-135,15
24085,Turtle River,22390,Found,1953,-94.76667,47.6
24159,Ventura,7700,Found,1953,-119.3,34.25
24330,Woodbine,48200,Found,1953,-90.1675,42.34667
5346,Chico,104800,Found,1954,-104.2,36.5
5384,Clover Springs,7700,Found,1954,-111.36667,34.45
10108,Flagg,7000,Found,1954,-102.51667,34.43333
10911,Ghubara,1750000,Found,1954,56.14278,19.22778
10918,Giroux,4275,Found,1954,-96.55,49.61667
12049,Ishinga,1300,Fell,1954,-33.8,8.93333
12082,Jerome (Idaho),6800,Found,1954,-114.83333,42.63333
15407,Manlai,166800,Found,1954,106.5,44.33333
16977,Nikolskoe,6000,Fell,1954,37.33333,56.11667
18080,Palo Blanco Creek,1482,Found,1954,-104.5,36.5
18829,Pinto Mountains,17900,Found,1954,-115.78333,34
23773,Sylacauga,5560,Fell,1954,-86.2945,33.18836
23879,Tarfa,1040,Found,1954,55.5,19.5
24113,Umbarger,13000,Found,1954,-102.1175,34.95
30348,Yangchiang,20000,Fell,1954,111.83333,21.83333
48959,Palmas de Monte Alto,97000,Found,1954,0,14.3675
473,al-Jimshan,11450,Found,1955,52.83333,20.7
2321,Arabella,1000,Found,1955,0,0
4882,Aswan,12000,Found,1955,32.62361,23.98611
5006,Bellsbank,38000,Found,1955,-24.08333,28.08333
7712,Dora (pallasite),7600,Found,1955,-103.955,33.92667
7768,Edmonson (a),12000,Found,1955,-101.83333,34.28333
11200,Gressk,303000,Found,1955,27.33333,53.23333
11905,Hope,6800,Found,1955,-93.6,33.68333
12263,Karloowala,2950,Fell,1955,71.6,31.58333
12450,Lakewood,46500,Found,1955,-104.35,32.62972
15425,Marion (Kansas),2890,Found,1955,-97.03333,38.36667
15448,Mayday,6900,Found,1955,-96.925,39.47444
15495,Messina,2405,Fell,1955,15.56667,38.18333
23977,Thule,48600,Found,1955,-67.55,76.53333
24090,Twin City,5130,Found,1955,-82.01667,32.58333
24236,Wellington,13400,Found,1955,-100.25,34.95
30400,Zenda,3700,Found,1955,-88.48944,42.51333
30415,Zvonkov,2568,Fell,1955,30.25,50.2
5103,Bondoc,888600,Found,1956,122.45,13.51667
5134,Breitscheid,1500,Fell,1956,8.18361,50.66694
5415,Comanche (stone),2400,Found,1956,-98.65167,31.99167
6658,Densmore (c),3900,Found,1956,0,0
7741,Dumas (a),46050,Found,1956,-101.9,35.9
12000,Idutywa,3457,Fell,1956,-28.33333,32.1
12233,Kaldoonera Hill,12000,Found,1956,-134.85,32.61667
12388,Kybunga,7900,Found,1956,-138.48333,33.9
12405,La Villa,19800,Found,1956,-97.90167,26.27167
12443,Lake Grace,10500,Found,1956,-118.21667,33.06667
16889,Nadiabondi,8165,Fell,1956,1,12
18103,Paranaiba,100000,Fell,1956,0,19.13333
18855,Point of Rocks (iron),18000,Found,1956,-104.5,36.5
23613,Sinnai,2000,Fell,1956,9.2,39.3
23799,Tamir-Tsetserleg,173000,Found,1956,101.47917,47.45
23983,Tianlin,300000,Found,1956,106.1,24.3
24052,Trifir,1000,Found,1956,-1.68333,20.05
24208,Walltown,1600,Found,1956,-84.71667,37.325
31354,Zerkaly,16000,Found,1956,81.96667,52.13333
52413,Nicolás Levalle,60000,Found,1956,0,38.85028
10121,Forestburg (a),26100,Found,1957,-97.65139,33.50667
10122,Forestburg (b),26600,Found,1957,-97.58861,33.49556
11993,Ibitira,2500,Fell,1957,0,20
11999,Ider,140000,Found,1957,-85.65,34.68333
12089,Jiddat al Harasis,1400,Found,1957,56.06667,19.25
22368,Raco,5000,Fell,1957,0,26.66667
23094,St. Peter,6800,Found,1957,-100.03333,39.4
23523,Shangdu,247000,Found,1957,114,42.5
23677,South Dahna,275000,Found,1957,48.3,22.56667
23762,Susuman,18900,Found,1957,148.13028,62.72139
30371,Yorktown (Texas),3500,Found,1957,-97.40278,28.95
5008,Belmont,25300,Found,1958,-90.35,42.73333
5061,Bison,11000,Found,1958,-99.71,38.30667
5201,Calliham,40000,Found,1958,-98.25,28.41667
11476,Hajmah (c),1132,Found,1958,56.25,19.91667
16906,Nantan,9500000,Found,1958,107.7,25.1
22386,Ramsdorf,4682,Fell,1958,6.93333,51.88333
23169,Santiago Papasquiero,119500,Found,1958,-106,24.5
23664,Sombrerete,10000,Found,1958,-103.66667,23.63333
44709,Crow Peak,6320,Found,1958,-103.972,44.47733
432,Akwanga,3000,Fell,1959,8.43333,8.91667
452,Alatage,37500,Found,1959,93,42.33333
467,Algarrobo,1280,Found,1959,0,27.08333
4920,Bagdad,2200,Found,1959,-113.398967,34.613317
5305,Cee Vee,3600,Found,1959,-100.48333,34.2
10012,Elga,28800,Found,1959,141.2,64.7
11485,Hamlet,3710,Fell,1959,-86.6,41.38333
14645,Liangcheng,200000,Found,1959,112.5,40.5
14660,Lismore,10000,Found,1959,-143.33333,35.95
18887,Pribram,5555,Fell,1959,14.03333,49.66667
23894,Temple,5000,Found,1959,-97.3,31.11667
30352,Yardymly,150200,Fell,1959,48.25,38.93333
469,al-Ghanim (stone),3755,Found,1960,53.96667,19.7
2337,Arrabury,5300,Found,1960,-141.08333,26.5
2354,as-Su'aydan,5855,Found,1960,55.305,21.25417
5154,Brownfield (iron),1626,Found,1960,-102.18333,33.21667
5156,Bruderheim,303000,Fell,1960,-112.88333,53.9
5378,Cleo Springs,24000,Found,1960,-98.43333,36.43333
6622,De Hoek,20930,Found,1960,-23.1,29.38333
10021,Ellicott,15700,Found,1960,-104.56944,38.80778
12059,Itutinga,3200,Found,1960,0,21.33333
16643,Millbillillie,330000,Fell,1960,-120.36667,26.45
16842,Muenatauray,30000,Found,1960,-61.2,4.9
17986,Odessa (stone),1926,Found,1960,30.76667,46.5
22598,Richa,1500,Found,1960,9,10
23170,São João Nepomuceno,15300,Found,1960,0,21.55
23484,Selden,1560,Found,1960,-100.56667,39.53333
24160,Venus,1013,Found,1960,-97.08333,32.4
24334,Woolgorong,36000,Fell,1960,-115.83333,27.75
31330,Stoneham,5000,Found,1960,-103.69717,40.63783
55758,Watonga,5025,Found,1960,-98.4,35.833333
376,ad-Dahbubah,90000,Found,1961,51.25,19.83333
431,Akron (1961),4000,Found,1961,-103.16667,40.15
2307,Anoka,1108,Found,1961,-93.43333,45.2
4973,Batesland,2500,Found,1961,-102.1,43.13333
5197,Caldwell,12900,Found,1961,-97.625,37.03333
5258,Canyonlands,1520,Found,1961,-109.88333,38.18333
5385,Clovis (no. 1),283000,Found,1961,-103.13472,34.3
7656,Djermaia,3950,Fell,1961,15.05,12.73333
7744,Duncanville,17800,Found,1961,-96.86667,32.63333
7774,Ehole,2400,Fell,1961,-15.83333,17.3
10064,Eunice,2300,Found,1961,-101.75833,34.47
11830,Harleton,8360,Fell,1961,-94.51167,32.675
12261,Kargapole,21800,Found,1961,64.3,55.88333
12268,Kayakent,85000,Fell,1961,31.78,39.26333
12279,Kennard,8200,Found,1961,-96.16667,41.48333
12436,Lake Bonney,2750,Found,1961,-140.3,37.75
12745,Lazarev,10000,Found,1961,-11.5,71.95
12766,Leoville,8100,Found,1961,-100.46722,39.63333
22595,Rhineland,6240,Found,1961,-99.61667,33.53333
23488,Seminole,43900,Found,1961,-102.61667,32.68333
23770,Sweetwater,1760,Found,1961,-100.41667,32.55
372,Acomita,3956,Found,1962,-107.56667,35.05
4927,Balfour Downs,2400,Found,1962,-120.83333,22.75
5097,Bogou,8800,Fell,1962,0.7,12.5
5124,Bowesmont,2270,Found,1962,-97.16667,48.68333
5161,Budulan,100000,Found,1962,114.9,50.56667
5380,Clifford,11360,Found,1962,-103.25833,39.1
5437,Coonana,6800,Found,1962,-140.7,29.85
6693,Desuri,25400,Fell,1962,73.61667,25.73333
7722,Dosso,1250,Fell,1962,3.16667,13.05
7772,Efremovka,21000,Found,1962,77,52.5
10031,Emery,16700,Found,1962,-97.58333,43.56333
10104,Finney,10700,Found,1962,-101.56667,34.26667
11987,Hunter,74600,Found,1962,-97.66667,36.56
14702,Loop,5600,Found,1962,-102.28333,32.9
15406,Manitouwabing,39000,Found,1962,-79.87556,45.44
16936,Needles,45300,Found,1962,-114.8325,34.44417
22772,Rowena,34700,Found,1962,-148.63333,29.8
23099,Ste. Marguerite,4960,Fell,1962,3,50.76667
23469,Seagraves,13000,Found,1962,-102.58333,32.93333
23533,Shields,9780,Found,1962,-100.35,38.7
23589,Sierra County,1000,Found,1962,-107.5,33
23627,Sleeper Camp 001,1250,Found,1962,-126.33333,30.25
23647,Slovak,8220,Found,1962,-91.58333,34.65
23911,Thiel Mountains,31700,Found,1962,0,85.45
24035,Toulon,1214.5,Found,1962,-89.80833,41.11667
24091,Two Buttes (a),19700,Found,1962,-102.41667,37.63333
24150,Valkeala,4000,Found,1962,26.83333,61.05
24192,Vulcan,19000,Found,1962,-113.13333,50.51667
24275,Williston,7645,Found,1962,-103.65,47.98333
30386,Zagami,18000,Fell,1962,7.08333,11.73333
4891,Atwood,2100,Found,1963,-103.26667,40.51667
5278,Carnegie,132700,Found,1963,-98.64389,35.16667
5386,Clovis (no. 2),41300,Found,1963,-103.13333,34.3
10181,Fremont Butte,6647,Found,1963,-105.5,38.5
11851,Hassayampa,16000,Found,1963,-112.66667,33.75
12037,Inner Mongolia,3000,Fell,1963,112,41
12200,Jonah,1304,Found,1963,-97.53333,30.625
12258,Karatu,2220,Fell,1963,-35.58333,3.5
12432,Lahoma,21800,Found,1963,-98.08333,36.38333
16757,Mosquero,1800,Found,1963,-103.93333,35.75
16845,Mulberry Draw,9716,Found,1963,-100.13333,35.63333
17996,Ohuma,7700,Fell,1963,8.5,6.75
18180,Peace River,45760,Fell,1963,-117.93333,56.13333
23110,Salla,7000,Found,1963,28.45,66.8
23793,Talpa,13000,Found,1963,-99.58333,31.86667
24014,Tobe,5386,Found,1963,-103.58333,37.2
24132,Usti Nad Orlici,1269,Fell,1963,16.375,49.975
24200,Waka,11875,Found,1963,-101.05,36.15
24212,Warburton Range,56930,Found,1963,-126.66667,26.28333
5152,Brownfield (1964),4100,Found,1964,-102.18333,33.21667
5163,Bulls Run,2250,Fell,1964,0,0
5250,Çanakkale,4000,Fell,1964,26.6,39.8
5323,Changxing,27900,Found,1964,121.66667,31.33333
5339,Chernyi Bor,6000,Fell,1964,30.1,53.7
5375,Claytonville,15600,Found,1964,-101.49,34.34667
5446,Corowa,11340,Found,1964,-146.36667,36
10182,Frenchman Bay,8800,Found,1964,-115.16667,30.60833
10956,Granes,9000,Fell,1964,2.25,42.9
10959,Grassland,4400,Found,1964,-101.58333,33.11667
12257,Karasburg,12000,Found,1964,-18.96667,27.66667
14703,Loop (b),1600,Found,1964,-102.38833,32.99167
15449,Mayerthorpe,12610,Found,1964,-115.03333,53.775
16785,Mount Padbury,272000,Found,1964,-118.1,25.66667
16847,Mulga (north),19900,Found,1964,-126.36667,30.18333
16884,Muslyumovo,10580,Found,1964,53.2,55.3
16885,Muzaffarpur,1245,Fell,1964,85.53333,26.13333
16944,Neptune Mountains,1070,Found,1964,0,83.25
18839,Plains,34300,Found,1964,-102.76667,33.28333
23179,Sargiin Gobi,17500,Found,1964,105.75883,45.9835
23763,Sutton,7600,Found,1964,-97.86667,40.6
24239,Wellman (c),45000,Found,1964,-102.33333,33.03333
30363,Yingde,3000000,Found,1964,113.4,24.2
2311,Anton,41800,Found,1965,-102.18111,33.7825
4954,Barwell,44000,Fell,1965,-1.33972,52.56528
5092,Bocaiuva,64000,Found,1965,0,17.16667
5173,Burnabbie,2515,Found,1965,-126.16667,32.05
5298,Catherwood,3920,Found,1965,-107.43833,51.965
5418,Conquista,20350,Fell,1965,0,19.85
6639,Del Rio,3596,Found,1965,-100.96667,29.36667
10045,Erie,3300,Found,1965,-105.05667,40.03167
10062,Etter,450000,Found,1965,-101.9,35.98333
10066,Eva,6700,Found,1965,-101.90833,36.81667
10090,Ferintosh,2201,Found,1965,-112.98333,52.8
11484,Hamilton (Texas),2700,Found,1965,-98.25,31.59333
11867,Hebron,21820,Found,1965,-97.6,40.16667
12223,Kaffir (a),1874.9,Found,1965,-101.91667,34.62333
12319,Kinley,2000,Found,1965,-107.23333,52.04667
12389,Kyle,7780,Found,1965,-97.86667,29.975
14666,Little River (b),11700,Found,1965,-98.06667,38.44
14682,Lone Star,4300,Found,1965,-101.40833,34.25972
15459,McCook,3602,Found,1965,-100.78333,40.02
16731,Monturaqui,2000,Found,1965,0,23.93333
16735,Moorabie,14040,Found,1965,-141.06667,30.01667
16997,Norristown,4200,Found,1965,-82.55,32.51667
18877,Post,2000,Found,1965,-101.38333,33.11667
23088,St. Lawrence,2600,Found,1965,-101.505,31.73333
23489,Seminole (b),1184,Found,1965,-102.705,32.54333
23507,Severny Kolchim,1390,Found,1965,57,60.5
23688,Springer,8143,Found,1965,-97.185,36.34611
23873,Taonan,3850,Fell,1965,122.9,45.4
23980,Thurman,1959,Found,1965,-103.16667,39.52167
24010,Tishomingo,260000,Found,1965,-96.68333,34.25
24163,Verissimo,14000,Found,1965,0,19.73333
24207,Wallareenya,4386,Found,1965,-118.83333,20.66667
55760,New York,2950,Found,1965,0,0
457,Albion,12280,Found,1966,-117.25,46.83333
4909,Avoca (Western Australia),37850,Found,1966,-122.31667,30.85
7821,Elba,4175,Found,1966,-103.21667,39.83333
10077,Faucett,100000,Found,1966,-94.86667,39.61667
10113,Floyd,13000,Found,1966,-103.575,34.19333
11483,Hamilton (Queensland),68000,Found,1966,-148.25,28.48333
12036,Inman,7250,Found,1966,-97.66667,38.25
12224,Kaffir (b),3500,Found,1966,-101.815,34.67167
12354,Kramer Creek,2300,Found,1966,-104.17667,38.3925
12359,Kress (b),2600,Found,1966,-101.73,34.35833
18173,Pavel,2968,Fell,1966,25.51667,43.46667
23102,Saint-Séverin,271000,Fell,1966,0.23333,45.3
23500,Seoni,20000,Fell,1966,79.50083,21.68389
23622,Skiff,3540,Found,1966,-111.86667,49.25
24118,Umm Ruaba,1700,Fell,1966,31.21667,13.46667
24240,Wellman (d),1615,Found,1966,-102.36667,33.01667
30364,Yocemento,5920,Found,1966,-99.43333,38.9
30405,Zhigansk,900000,Found,1966,128.3,68
2336,Armel,9200,Found,1967,-102.13333,39.76667
5468,Credo,10820,Found,1967,-120.73333,30.36667
10116,Fluvanna (a),9500,Found,1967,-101.11667,32.8
11847,Hartley,2100,Found,1967,-102.16,35.94167
12738,Laundry Rockhole,1443,Found,1967,-127.01667,31.53333
12739,Laundry West,4002,Found,1967,-126.93333,31.46667
14665,Little River (a),4400,Found,1967,-98.01667,38.38333
15427,Markovka,54200,Found,1967,79.8,52.4
15444,Masua,1460,Found,1967,0,0
16758,Mossgiel,32383,Found,1967,-144.78333,33.31667
16929,Nazareth (b),3600,Found,1967,-102.25,34.5
17928,Nova Petropolis,305000,Found,1967,0,29.43333
18102,Parambu,2000,Fell,1967,0,6.23333
18871,Portales (a),3240,Found,1967,-103.5,34.06667
18873,Portales (c),6000,Found,1967,-103.41667,34.1
23490,Seminole (c),1711,Found,1967,-102.39167,32.55
23510,Seymchan,323300,Found,1967,152.43333,62.9
23885,Tathlith,2500,Fell,1967,43.73333,19.38333
23985,Tiberrhamine,107000,Found,1967,0.53333,28.11667
24062,Tugalin-Bulen,10000,Fell,1967,105.38333,45.46667
24281,Wiluna,150000,Fell,1967,-120.32833,26.59278
30403,Zerhamra,630000,Found,1967,-2.645,29.85861
428,Akhricha,1760,Found,1968,1.025,28.4625
5091,Boaz (stone),1800,Found,1968,-103.70833,33.65167
5108,Boolka,12000,Found,1968,-141.06667,30.06667
5508,Dalhart,4400,Found,1968,-102.40833,36.04333
6645,Delphos (a),1244.7,Found,1968,-103.525,34.08333
10085,Fenbark,1861,Found,1968,-121.25694,30.44028
11998,Idalia,7400,Found,1968,-102.295,39.695
12213,Juromenha,25250,Fell,1968,-7.27,38.74028
12237,Kalvesta,10000,Found,1968,-100.25,38.08333
16760,Motpena (a),8810,Found,1968,-138.26667,31.1
16931,Nazareth (d),1500,Found,1968,-102.08333,34.58333
16933,Nazareth (iron),11310,Found,1968,-102.105,34.52667
22365,Quinyambie,1638,Found,1968,-140.98333,30.15
23096,Saint-Aubin,472000,Found,1968,3.58333,48.48333
23655,Smyer,3273,Found,1968,-102.16667,33.58333
24048,Tres Estacas,150000,Found,1968,0,0
24058,Tsarev,1225300,Found,1968,45.7,48.7
24265,Wildara,500000,Found,1968,-120.85,28.23333
24344,Wynyard,3479,Found,1968,-104.18333,51.88333
2278,Allende,2000000,Fell,1969,-105.31667,26.96667
2319,Aprel'sky,54600,Found,1969,126.11667,53.3
2349,Ashmore,55400,Found,1969,-102.28333,32.9
5020,Benjamin,51800,Found,1969,-99.8,33.58333
5121,Bovedy,5460,Fell,1969,-6.33333,54.56667
5162,Buenaventura,113600,Found,1969,-107.55,29.8
7766,Edjudina,4480,Found,1969,-122.18167,29.58639
10864,Garrison,5116,Found,1969,-103.34667,33.86333
10928,Glasston,1990,Found,1969,-97.3,48.71667
10939,Gobabeb,27000,Found,1969,-15.03333,23.55
11445,Guin,34500,Found,1969,-87.91667,33.96667
12005,Ikhrarene,5465,Found,1969,1.04167,28.60417
12767,Leoville (b),2500,Found,1969,-100.475,39.60833
16875,Murchison,100000,Fell,1969,-145.2,36.61667
16886,Myersville,5397,Found,1969,-97.40278,28.95
18096,Panhandle,1360,Found,1969,-101.38333,35.33333
18104,Park,13000,Found,1969,-100.36167,39.11
18112,Patora,4375,Fell,1969,82.05,20.93694
22551,Redfields,8740,Found,1969,-116.5,30.71667
24335,Wooramel,71000,Found,1969,-114.21667,25.65
30362,Yilmia,40000,Found,1969,-121.53333,31.19167
30382,Zacatecas (1969),6660,Found,1969,0,0
2309,Answer,11090,Found,1970,-140.90694,21.65972
5017,Benedict,16380,Found,1970,-97.53333,41
5044,Big Rock Donga,19000,Found,1970,-130.96667,30.55
5074,Bledsoe,30500,Found,1970,-103.02667,33.59167
7708,Dongtai,5500,Fell,1970,120.78333,32.91667
7713,Dora (stone),1570,Found,1970,-103.35,33.92333
7755,Dwaleni,3230,Fell,1970,-31.31667,27.2
7773,Egvekinot,10000,Found,1970,178.2,66.8
10023,Ellisras,2066,Found,1970,-27.91667,23.83333
10061,Etosha,110700,Found,1970,-16,18.5
10063,Euclid,2500,Found,1970,-96.7,47.95833
10083,Felt,5400,Found,1970,-102.78333,36.55
10953,Grady (c),5700,Found,1970,-103.31667,34.8
11846,Hart Camp,1200,Found,1970,-102.17667,33.99833
11876,Hereford,2276,Found,1970,-102.24167,33.795
12051,Isna,23000,Found,1970,31.66667,24.83333
12303,Kiffa,1500,Fell,1970,-11.33333,16.58333
12327,Kittakittaooloo,3600,Found,1970,-138.13333,28.03333
12449,Lakeview,1238,Found,1970,-101.7,34.53333
12746,Lazbuddie,8600,Found,1970,-102.75,34.5
14711,Lost City,17000,Fell,1970,-95.15,36.00833
15394,Malakal,2000,Fell,1970,31.75,9.5
16687,Mills,88000,Found,1970,-104.11889,36.23
16941,Nejo,2450,Fell,1970,35.33333,9.5
23999,Tillaberi,3000,Fell,1970,1.53333,14.25
24030,Toronto,2715,Found,1970,0,0
24092,Two Buttes (b),3000,Found,1970,-102.41667,37.63333
24097,Ucera,4590,Fell,1970,-69.85,11.05
24272,Willaroy,4030,Found,1970,-143.2,30.1
2305,Anlong,2500,Fell,1971,105.18333,25.15
5150,Brownell,2000,Found,1971,-99.70833,38.69667
5164,Bunjil,38750,Found,1971,-116.48222,29.62917
5174,Burns Flat,1987,Found,1971,-99.15,35.33333
10018,Ella Island,7500,Found,1971,-25.11667,72.88333
10030,Elyria,10900,Found,1971,-97.365,38.28
10847,Galatia,23900,Found,1971,-98.88333,38.64167
11431,Guadalupe y Calvo,58630,Found,1971,-106.96667,26.1
11818,Happy (a),2860,Found,1971,-101.99333,35.68
11821,Happy Canyon,16300,Found,1971,-101.56667,34.80167
11859,Haverö,1544,Fell,1971,22.06194,60.24556
12220,Kabo,13400,Fell,1971,8.21667,11.85
14683,Lone Tree,20676,Found,1971,-91.47917,41.5
15422,Marilia,2500,Fell,1971,0,22.25
17007,North West Forrest (E6),4400,Found,1971,-127.81667,30.6
18861,Polujamki,18350,Found,1971,79.7,52.1
22359,Queretaro,5000,Found,1971,-100.38333,20.63333
22375,Rakity,11400,Found,1971,79.9,51.8
23105,Salaices,24500,Found,1971,-105.25,27
23132,Sanclerlandia,279000,Found,1971,0,16.21667
23582,Shuangyang,3900,Fell,1971,125.66667,43.5
23680,South Plains,4763,Found,1971,-101.25,34.26667
24015,Tobychan,52100,Found,1971,0,0
24256,Wichita,2367,Found,1971,-97.21497,37.59183
24278,Willowbar,2070,Found,1971,-102.2,36.73333
30365,Yongning,60000,Found,1971,108.33333,22.75
51739,Cruz del Eje,14000,Found,1971,0,30.75
377,Adelaide,2031,Found,1972,0,0
2308,Anson,3900,Found,1972,-97.56167,39.33333
5125,Bowesmont (b),1300,Found,1972,-97.35,48.78333
6640,Delaware,8346,Found,1972,-93.5,35.28333
7711,Dor el Gani,2575,Found,1972,16.03333,26.95833
11819,Happy (b),2505,Found,1972,-101.99333,34.59333
11827,Hardtner,13000,Found,1972,-98.66167,37.06667
12043,Ipiranga,7000,Fell,1972,0,25.5
12277,Kenna,10900,Found,1972,-103.55333,33.9
12304,Kifkakhsyagan,18800,Found,1972,172.7,64.4
14648,Lider (a),2160,Found,1972,-101.64,34.655
14649,Lider (b),1800,Found,1972,-101.64,34.655
15450,Mayfield,38400,Found,1972,-97.545,37.30833
16846,Muleshoe,3600,Found,1972,-102.695,34.12167
17010,Northbranch,76000,Found,1972,-98.34167,39.99167
22373,Raguli,4239,Found,1972,43.7,45.7
22655,Roosevelt,5200,Found,1972,-98.95,34.86667
24149,Valera,50000,Fell,1972,-70.62833,9.31667
24221,Watson 001,93000,Found,1972,-131.55,30.5
24246,West Point,3100,Found,1972,-102.045,33.075
30564,Flagler,4100,Found,1972,-102.99,39.23
475,Alkhamasin,1200000,Found,1973,44.88333,20.6
2324,Araslanovo,132000,Found,1973,48.2,55.14167
5253,Canon City,1400,Fell,1973,-105.24139,38.47028
5405,Colonia Obrera,12200,Found,1973,-104.66667,24.01667
7817,El Sampal,142000,Found,1973,0,44.53333
14646,Lichtenberg,4000,Fell,1973,-26.18333,26.15
14750,Lueders,35400,Found,1973,-99.60417,32.83611
24225,Wayside,23600,Found,1973,-101.68333,34.80167
423,Aioun el Atrouss,1000,Fell,1974,-9.57028,16.39806
4932,Balsas,41000,Found,1974,0,7.53133
5070,Blaine Lake,1896.4,Found,1974,-106.89667,52.77
5153,Brownfield (c),1550,Found,1974,-102.27833,33.135
10038,Enshi,8000,Fell,1974,109.5,30.3
10069,Fairfield,1600,Found,1974,-84.6,39.33333
10944,Gomez,47000,Found,1974,-102.40139,33.18139
10949,Gorlovka,3618,Fell,1974,38.08333,48.28333
11881,Hickiwan,1928,Found,1974,-112.40889,32.35833
15412,Maralinga,3388,Found,1974,-131.26667,30.3
15451,Mayo Belwa,4850,Fell,1974,12.08333,8.96667
16909,Naragh,2700,Fell,1974,51.5,33.75
18028,Orimattila,1872,Found,1974,25.58333,60.58333
23080,Saint Augustine,22000,Found,1974,-90.41667,40.71667
24016,Tokio (a),6600,Found,1974,-102.63167,33.21667
24391,Yamato 74013,2059.5,Found,1974,-36.30417,71.83667
24392,Yamato 74014,2367.9,Found,1974,-36.30278,71.83556
24455,Yamato 74077,5575.1,Found,1974,-36.35833,71.83556
24475,Yamato 74097,2193.9,Found,1974,-36.325,71.825
24493,Yamato 74115,1045.1,Found,1974,-36.1375,71.80833
24533,Yamato 74155,3073.4,Found,1974,-36.11944,71.81833
24568,Yamato 74190,3235.7,Found,1974,-35.44444,71.83056
24569,Yamato 74191,1091.6,Found,1974,-35.51944,71.83333
24571,Yamato 74193,1818.5,Found,1974,-35.59444,71.64306
24732,Yamato 74354,2721.1,Found,1974,-35.76111,71.76944
24740,Yamato 74362,4175,Found,1974,-35.80278,71.78889
24749,Yamato 74371,5067.9,Found,1974,-35.49444,71.80417
24823,Yamato 74445,2293.2,Found,1974,-35.93611,71.73889
24837,Yamato 74459,1719.7,Found,1974,-35.975,71.72639
25018,Yamato 74640,1065.9,Found,1974,-35.99722,71.71389
25025,Yamato 74647,2323.8,Found,1974,-36.01667,71.69583
5132,Brandon,7580,Found,1975,-101.80167,40.81
5407,Colony,3912,Found,1975,-98.68333,35.35
6661,Denver City,26100,Found,1975,-102.80028,33.07139
7759,Eads,4860,Found,1975,-102.82667,38.47
10170,Foster,1992,Found,1975,-102.26667,33.1
11831,Harlowton,4000,Found,1975,-109.83333,46.43333
11863,Haxtun,15500,Found,1975,-102.57834,40.45667
12004,Ijopega,7330,Fell,1975,-145.36667,6.03333
12350,Kossuth,5900,Found,1975,-84.35,40.66667
15404,Mangalo,1050,Found,1975,-136.65,33.56667
15465,Meadow (a),1495,Found,1975,-102.26889,33.33139
16644,Millen,40800,Found,1975,-81.87389,32.83528
16918,Naryilco,27000,Found,1975,-141.15,28.6
16980,Ningbo,14250,Fell,1975,121.48333,29.86667
18794,Perryton,2114,Found,1975,-100.73167,36.35333
22391,Rancho Gomelia,15650,Found,1975,-105.25,24.51667
22538,Red Deer Hill,2510,Found,1975,-105.84167,53.075
23714,Starvation Lake,12000,Found,1975,-141.08333,30.46667
23795,Tambakwatu,10500,Fell,1975,-112.76667,7.75
24086,Tuxtuac,30000,Fell,1975,-103.36667,21.66667
24347,Xinyi,69000,Found,1975,118.33333,34.36667
25069,Yamato 75028,6100,Found,1975,-35.66667,71.5
25138,Yamato 75097,2570.2,Found,1975,-35.66667,71.5
25143,Yamato 75102,11000,Found,1975,-35.66667,71.5
25312,Yamato 75271,1797.5,Found,1975,-35.66667,71.5
48651,Ban Cho Lae,3354,Found,1975,99.01389,19.08833
53635,Llano River,4318,Found,1975,-99.73698,30.52213
10,Acapulco,1914,Fell,1976,-99.9,16.88333
1308,Allan Hills A76001,20151,Found,1976,-159.33333,76.75
1309,Allan Hills A76002,1510,Found,1976,-159.66667,76.71667
1310,Allan Hills A76003,10495,Found,1976,-159.66667,76.71667
1312,Allan Hills A76005,1425,Found,1976,-159.66667,76.71667
1313,Allan Hills A76006,1137,Found,1976,-159.66667,76.71667
1315,Allan Hills A76008,1150,Found,1976,-159.66667,76.71667
1316,Allan Hills A76009,407000,Found,1976,-159.66667,76.71667
2287,Alvord,17500,Found,1976,-96.28889,43.32222
6698,Dhajala,45000,Fell,1976,71.42722,22.37778
7748,Dunganville,54000,Found,1976,-171.35,42.55
10117,Fluvanna (b),4110,Found,1976,-101.16278,32.90333
10937,Gnowangerup,33600,Found,1976,-118.1,34
11816,Hangman Crossing,1300,Found,1976,-85.94722,38.91972
11861,Haviland (b),2092,Found,1976,-99.125,37.59667
12084,Jerslev,40000,Found,1976,11.229167,55.608833
12171,Jilin,4000000,Fell,1976,126.16667,44.05
12312,Kimbolton,7500,Found,1976,-175.73028,40.07139
16764,Mount Baldr A76001,4108,Found,1976,-160.32639,77.58389
16765,Mount Baldr A76002,13773,Found,1976,-160.37361,77.58389
16937,Needmore,1793,Found,1976,-102.79917,34.04472
18007,Old Woman,2753000,Found,1976,-115.23333,34.46667
18908,Qingzhen,2600,Fell,1976,106.46667,26.53333
22549,Red Rock,47600,Found,1976,-117.91667,35.41667
23163,Santa Clara,63000,Found,1976,-103.35,24.46667
23470,Seagraves (b),4600,Found,1976,-102.5,32.91722
23491,Seminole (d),1710,Found,1976,-102.65,32.71667
23494,Seminole Draw (b),1192.7,Found,1976,-102.65,32.71667
24099,Udaipur,2000,Fell,1976,0,0
24214,Wardswell Draw,3000,Found,1976,-102.925,32.90333
24282,Wimberley,7800,Found,1976,-98.11667,29.96667
